Transaction_ID,Date,Customer_ID,Product_Name,Category,Quantity,Unit_Price,Region,Customer_Segment,Payment_Method,Total_Revenue
TX-12823,2024-06-19,CUST-0021,Ergonomic Chair,Office Supplies,2,299.99,East,Consumer,PayPal,599.98
TX-12196,2025-06-16,CUST-0071,Laptop Sleeve,Accessories,2,29.99,South,Corporate,Bank Transfer,59.98
TX-13605,2024-02-05,CUST-0110,USB-C Multi-Hub,Accessories,3,35.99,North,Small Business,Credit Card,107.97
TX-12475,2025-10-23,CUST-0268,Gel Pens 12-Pack,Office Supplies,2,12.99,West,Small Business,Cash,25.98
TX-12564,2024-07-08,CUST-0390,Whiteboard,Office Supplies,2,79.99,South,Small Business,Bank Transfer,159.98
TX-14435,2025-01-20,CUST-0114,Mechanical Keyboard,Accessories,3,99.99,North,Small Business,Cash,299.96999999999997
TX-14091,2024-07-20,CUST-0112,Pro Laptop,Electronics,6,1200.0,West,Corporate,Bank Transfer,7200.0
TX-14501,2024-03-05,CUST-0232,Pro Laptop,Electronics,3,1200.0,South,Small Business,Credit Card,3600.0
TX-10707,2025-11-17,CUST-0037,Wireless Mouse,Accessories,2,49.99,North,Small Business,Cash,99.98
TX-14306,2024-06-26,CUST-0299,Smartwatch,Electronics,5,200.0,North,Corporate,Bank Transfer,1000.0
TX-11093,2025-08-22,CUST-0230,Whiteboard,Office Supplies,2,79.99,North,Small Business,Credit Card,159.98
TX-13614,2025-10-14,CUST-0213,Premium Tablet,Electronics,1,600.0,East,Small Business,Cash,600.0
TX-11376,2025-12-13,CUST-0382,Premium Tablet,Electronics,4,600.0,East,Consumer,Credit Card,2400.0
TX-14943,2025-10-05,CUST-0035,Desk Mat,Accessories,3,25.0,South,Small Business,Cash,75.0
TX-10072,2025-11-04,CUST-0137,Premium Tablet,Electronics,3,600.0,South,Consumer,Bank Transfer,1800.0
TX-11922,2024-11-09,CUST-0108,Wireless Mouse,Accessories,5,45.49,West,Corporate,Credit Card,227.45000000000002
TX-13220,2024-12-27,CUST-0055,Premium Tablet,Electronics,6,600.0,West,Corporate,Bank Transfer,3600.0
TX-11764,2025-12-14,CUST-0292,Desk Mat,Accessories,4,25.0,West,Corporate,Bank Transfer,100.0
TX-10743,2025-01-28,CUST-0339,Noise-Cancelling Headphones,Electronics,4,250.0,East,Consumer,Credit Card,1000.0
TX-13230,2024-02-13,CUST-0238,Noise-Cancelling Headphones,Electronics,4,250.0,West,Small Business,Cash,1000.0
TX-11005,2025-12-14,CUST-0276,Pro Laptop,Electronics,10,1200.0,South,Corporate,Credit Card,12000.0
TX-12668,2025-06-03,CUST-0372,Mechanical Keyboard,Accessories,5,99.99,East,Corporate,Cash,499.95
TX-11190,2024-05-16,CUST-0264,Ergonomic Chair,Office Supplies,4,299.99,South,Small Business,Cash,1199.96
TX-13298,2025-01-20,CUST-0027,4K Monitor,Electronics,4,350.0,South,Small Business,PayPal,1400.0
TX-12601,2024-01-07,CUST-0162,4K Monitor,Electronics,3,350.0,East,Consumer,Credit Card,1050.0
TX-11125,2024-01-08,CUST-0193,Laptop Sleeve,Accessories,3,29.99,South,Small Business,Cash,89.97
TX-11241,2025-03-01,CUST-0115,Premium Tablet,Electronics,4,510.0,North,Consumer,Cash,2040.0
TX-13133,2024-01-13,CUST-0165,4K Monitor,Electronics,3,350.0,West,Small Business,Credit Card,1050.0
TX-14155,2025-11-28,CUST-0067,Laptop Sleeve,Accessories,2,29.99,North,Small Business,Credit Card,59.98
TX-13492,2024-07-02,CUST-0246,Gel Pens 12-Pack,Office Supplies,2,12.99,South,Small Business,Bank Transfer,25.98
TX-10998,2025-03-09,CUST-0285,Ergonomic Chair,Office Supplies,1,299.99,South,Consumer,Cash,299.99
TX-14766,2024-12-08,CUST-0084,Premium Tablet,Electronics,1,600.0,South,Small Business,PayPal,600.0
TX-12684,2024-01-29,CUST-0335,Whiteboard,Office Supplies,2,79.99,North,Small Business,PayPal,159.98
TX-11577,2025-03-23,CUST-0126,4K Monitor,Electronics,3,350.0,North,Consumer,Credit Card,1050.0
TX-14819,2025-12-19,CUST-0258,Ergonomic Chair,Office Supplies,2,299.99,South,Small Business,PayPal,599.98
TX-11826,2025-10-05,CUST-0354,Pro Laptop,Electronics,4,1128.0,North,Corporate,Cash,4512.0
TX-13340,2024-06-09,CUST-0331,Desk Mat,Accessories,5,25.0,South,Corporate,PayPal,125.0
TX-13626,2024-07-31,CUST-0235,Premium Tablet,Electronics,4,600.0,East,Small Business,Bank Transfer,2400.0
TX-10440,2025-10-10,CUST-0150,Laptop Sleeve,Accessories,7,27.89,North,Corporate,Credit Card,195.23000000000002
TX-14981,2024-12-30,CUST-0054,Ergonomic Chair,Office Supplies,3,299.99,West,Small Business,PayPal,899.97
TX-11100,2024-03-07,CUST-0252,Premium Tablet,Electronics,1,600.0,East,Consumer,PayPal,600.0
TX-14783,2025-02-26,CUST-0165,Pro Laptop,Electronics,1,1200.0,West,Small Business,PayPal,1200.0
TX-13103,2025-02-16,CUST-0003,Noise-Cancelling Headphones,Electronics,3,250.0,South,Consumer,Credit Card,750.0
TX-10649,2024-05-06,CUST-0047,Smartwatch,Electronics,3,200.0,South,Small Business,Credit Card,600.0
TX-11546,2024-07-18,CUST-0003,USB-C Multi-Hub,Accessories,3,39.99,South,Consumer,Credit Card,119.97
TX-14568,2025-03-30,CUST-0081,Gel Pens 12-Pack,Office Supplies,1,11.69,North,Consumer,Credit Card,11.69
TX-13612,2024-06-01,CUST-0121,Laptop Sleeve,Accessories,2,29.99,West,Consumer,Bank Transfer,59.98
TX-13210,2024-02-20,CUST-0197,Wireless Mouse,Accessories,2,49.99,South,Consumer,Bank Transfer,99.98
TX-13398,2025-04-20,CUST-0015,4K Monitor,Electronics,2,315.0,West,Corporate,Credit Card,630.0
TX-13795,2025-07-23,CUST-0131,Laptop Sleeve,Accessories,8,29.99,South,Corporate,Cash,239.92
TX-10630,2025-11-03,CUST-0196,Laptop Sleeve,Accessories,2,29.99,West,Small Business,Cash,59.98
TX-10672,2025-07-03,CUST-0172,Gel Pens 12-Pack,Office Supplies,2,12.99,South,Corporate,Bank Transfer,25.98
TX-11249,2024-07-05,CUST-0393,Premium Notebook,Office Supplies,7,15.5,East,Corporate,Cash,108.5
TX-10482,2024-03-09,CUST-0102,Laptop Sleeve,Accessories,4,29.99,North,Consumer,Bank Transfer,119.96
TX-11584,2024-12-13,CUST-0093,Standing Desk,Office Supplies,6,450.0,East,Corporate,Bank Transfer,2700.0
TX-13119,2024-07-13,CUST-0095,Premium Notebook,Office Supplies,3,15.5,South,Consumer,Cash,46.5
TX-14654,2024-06-26,CUST-0023,Smartwatch,Electronics,6,168.0,North,Corporate,Credit Card,1008.0
TX-13082,2025-09-01,CUST-0196,Mechanical Keyboard,Accessories,3,99.99,West,Small Business,Bank Transfer,299.96999999999997
TX-11462,2024-10-28,CUST-0083,Ergonomic Chair,Office Supplies,3,299.99,South,Consumer,PayPal,899.97
TX-13985,2025-04-14,CUST-0081,Premium Tablet,Electronics,2,486.0,North,Consumer,Bank Transfer,972.0
TX-14017,2024-04-01,CUST-0258,Smartwatch,Electronics,2,190.0,South,Small Business,PayPal,380.0
TX-12578,2025-02-20,CUST-0097,Smartwatch,Electronics,1,200.0,North,Small Business,Credit Card,200.0
TX-13855,2025-04-10,CUST-0066,4K Monitor,Electronics,2,350.0,North,Small Business,Bank Transfer,700.0
TX-10049,2024-04-28,CUST-0276,Smartwatch,Electronics,9,200.0,South,Corporate,Bank Transfer,1800.0
TX-14315,2025-09-26,CUST-0045,Mechanical Keyboard,Accessories,10,99.99,East,Corporate,Credit Card,999.9
TX-13101,2025-06-21,CUST-0268,Whiteboard,Office Supplies,2,79.99,West,Small Business,Credit Card,159.98
TX-10858,2025-11-14,CUST-0315,Premium Notebook,Office Supplies,4,15.5,North,Small Business,PayPal,62.0
TX-11072,2025-12-29,CUST-0201,Mechanical Keyboard,Accessories,3,85.99,East,Corporate,PayPal,257.96999999999997
TX-10719,2025-01-13,CUST-0090,Standing Desk,Office Supplies,4,450.0,West,Consumer,PayPal,1800.0
TX-13204,2024-10-22,CUST-0174,Noise-Cancelling Headphones,Electronics,1,250.0,South,Small Business,Credit Card,250.0
TX-12631,2025-09-09,CUST-0302,4K Monitor,Electronics,5,350.0,South,Corporate,Bank Transfer,1750.0
TX-14903,2024-04-14,CUST-0139,Wireless Mouse,Accessories,3,49.99,East,Consumer,Credit Card,149.97
TX-11660,2024-08-25,CUST-0257,Premium Notebook,Office Supplies,4,15.5,West,Small Business,Credit Card,62.0
TX-11656,2025-06-10,CUST-0146,USB-C Multi-Hub,Accessories,6,39.99,South,Corporate,PayPal,239.94
TX-12425,2025-11-17,CUST-0134,Gel Pens 12-Pack,Office Supplies,2,12.99,East,Corporate,PayPal,25.98
TX-13576,2024-12-18,CUST-0269,Gel Pens 12-Pack,Office Supplies,5,12.99,East,Corporate,PayPal,64.95
TX-14254,2024-09-12,CUST-0265,Wireless Mouse,Accessories,1,49.99,West,Consumer,PayPal,49.99
TX-13357,2025-08-07,CUST-0015,Smartwatch,Electronics,3,200.0,West,Corporate,Bank Transfer,600.0
TX-14502,2024-06-02,CUST-0185,Mechanical Keyboard,Accessories,3,99.99,North,Consumer,PayPal,299.96999999999997
TX-13353,2025-08-09,CUST-0341,Pro Laptop,Electronics,4,1200.0,North,Corporate,Cash,4800.0
TX-14780,2024-04-28,CUST-0053,USB-C Multi-Hub,Accessories,2,39.99,East,Small Business,Bank Transfer,79.98
TX-14151,2025-04-23,CUST-0211,Smartwatch,Electronics,6,200.0,East,Corporate,Bank Transfer,1200.0
TX-12606,2024-10-01,CUST-0393,USB-C Multi-Hub,Accessories,7,39.99,East,Corporate,Cash,279.93
TX-11385,2025-03-18,CUST-0300,Noise-Cancelling Headphones,Electronics,2,250.0,East,Small Business,Credit Card,500.0
TX-14994,2025-08-08,CUST-0022,USB-C Multi-Hub,Accessories,3,35.99,West,Small Business,Cash,107.97
TX-11399,2024-09-10,CUST-0105,Smartwatch,Electronics,1,200.0,West,Consumer,Cash,200.0
TX-11195,2024-07-09,CUST-0206,Ergonomic Chair,Office Supplies,1,299.99,South,Consumer,Cash,299.99
TX-11408,2025-06-21,CUST-0033,Premium Tablet,Electronics,3,600.0,East,Consumer,Bank Transfer,1800.0
TX-13879,2025-06-20,CUST-0265,Whiteboard,Office Supplies,1,71.19,West,Consumer,Bank Transfer,71.19
TX-11798,2025-07-22,CUST-0255,Premium Tablet,Electronics,10,600.0,South,Corporate,Credit Card,6000.0
TX-11475,2025-06-26,CUST-0199,Premium Notebook,Office Supplies,2,15.5,West,Consumer,Cash,31.0
TX-13264,2024-07-14,CUST-0354,Ergonomic Chair,Office Supplies,9,299.99,North,Corporate,Cash,2699.91
TX-10035,2024-06-10,CUST-UNKNOWN,Premium Notebook,Office Supplies,3,15.5,South,Small Business,Cash,46.5
TX-13593,2025-04-22,CUST-0095,Laptop Sleeve,Accessories,1,29.99,South,Consumer,Credit Card,29.99
TX-12345,2024-04-29,CUST-0026,Whiteboard,Office Supplies,4,72.79,East,Small Business,Cash,291.16
TX-13365,2025-02-17,CUST-0279,Pro Laptop,Electronics,2,1200.0,East,Corporate,PayPal,2400.0
TX-12359,2024-03-13,CUST-0280,Premium Notebook,Office Supplies,3,14.41,East,Small Business,PayPal,43.230000000000004
TX-12206,2024-12-08,CUST-0014,Pro Laptop,Electronics,4,1200.0,South,Small Business,Credit Card,4800.0
TX-13821,2025-10-26,CUST-0126,Smartwatch,Electronics,4,200.0,North,Consumer,Bank Transfer,800.0
TX-11286,2025-10-19,CUST-0056,Premium Tablet,Electronics,1,600.0,South,Consumer,Cash,600.0
TX-10349,2024-12-10,CUST-0070,Smartwatch,Electronics,9,160.0,East,Corporate,Bank Transfer,1440.0
TX-12137,2024-11-16,CUST-0259,USB-C Multi-Hub,Accessories,6,34.79,West,Corporate,Bank Transfer,208.74
TX-12691,2024-03-19,CUST-0191,USB-C Multi-Hub,Accessories,10,39.99,East,Corporate,Credit Card,399.90000000000003
TX-13790,2024-01-18,CUST-0107,Ergonomic Chair,Office Supplies,3,299.99,West,Consumer,Bank Transfer,899.97
TX-11681,2025-04-21,CUST-0232,Mechanical Keyboard,Accessories,3,85.99,East,Small Business,Credit Card,257.96999999999997
TX-14078,2025-03-16,CUST-0187,Wireless Mouse,Accessories,4,49.99,South,Small Business,PayPal,199.96
TX-11443,2024-05-25,CUST-0121,Desk Mat,Accessories,4,20.5,West,Consumer,Credit Card,82.0
TX-13291,2024-03-20,CUST-0001,Noise-Cancelling Headphones,Electronics,4,250.0,North,Consumer,PayPal,1000.0
TX-11671,2024-10-09,CUST-0225,Ergonomic Chair,Office Supplies,4,299.99,West,Consumer,PayPal,1199.96
TX-13670,2024-08-23,CUST-0032,Standing Desk,Office Supplies,4,450.0,East,Corporate,PayPal,1800.0
TX-11179,2024-09-22,CUST-0263,Mechanical Keyboard,Accessories,2,99.99,West,Consumer,PayPal,199.98
TX-12798,2025-06-05,CUST-0369,Desk Mat,Accessories,2,25.0,West,Small Business,PayPal,50.0
TX-11692,2024-05-03,CUST-0251,Laptop Sleeve,Accessories,3,29.99,South,Small Business,Bank Transfer,89.97
TX-13930,2025-08-27,CUST-0067,Pro Laptop,Electronics,2,1200.0,North,Small Business,Credit Card,2400.0
TX-10372,2024-03-09,CUST-0285,Whiteboard,Office Supplies,3,79.99,South,Consumer,Bank Transfer,239.96999999999997
TX-13664,2024-11-09,CUST-0276,Standing Desk,Office Supplies,6,450.0,South,Corporate,Credit Card,2700.0
TX-11916,2025-08-10,CUST-0106,Desk Mat,Accessories,1,25.0,South,Small Business,Cash,25.0
TX-11357,2025-12-03,CUST-0296,Wireless Mouse,Accessories,4,49.99,South,Corporate,Cash,199.96
TX-11825,2024-06-04,CUST-0084,Ergonomic Chair,Office Supplies,4,299.99,South,Small Business,PayPal,1199.96
TX-10786,2025-05-12,CUST-0257,Wireless Mouse,Accessories,4,49.99,West,Small Business,Bank Transfer,199.96
TX-10469,2025-07-04,CUST-0274,Pro Laptop,Electronics,2,1200.0,East,Small Business,PayPal,2400.0
TX-10140,2025-05-05,CUST-0270,Gel Pens 12-Pack,Office Supplies,1,12.99,West,Small Business,PayPal,12.99
TX-10788,2024-10-22,CUST-0040,Premium Tablet,Electronics,6,600.0,West,Corporate,Credit Card,3600.0
TX-10323,2025-06-16,CUST-0212,USB-C Multi-Hub,Accessories,9,39.99,North,Corporate,Credit Card,359.91
TX-10050,2025-12-14,CUST-0381,Mechanical Keyboard,Accessories,8,99.99,West,Corporate,Credit Card,799.92
TX-10714,2024-12-17,CUST-0006,Gel Pens 12-Pack,Office Supplies,4,12.99,West,Consumer,Bank Transfer,51.96
TX-14940,2024-11-20,CUST-0027,Premium Tablet,Electronics,3,600.0,South,Small Business,PayPal,1800.0
TX-12840,2025-06-05,CUST-0242,Smartwatch,Electronics,4,190.0,East,Consumer,PayPal,760.0
TX-12446,2024-01-02,CUST-0229,USB-C Multi-Hub,Accessories,1,39.99,East,Small Business,Cash,39.99
TX-14842,2025-08-24,CUST-0175,Laptop Sleeve,Accessories,4,29.99,East,Consumer,Credit Card,119.96
TX-14445,2025-05-20,CUST-0110,Mechanical Keyboard,Accessories,4,99.99,North,Small Business,Credit Card,399.96
TX-14622,2025-06-22,CUST-0077,Premium Notebook,Office Supplies,3,15.5,South,Consumer,PayPal,46.5
TX-14756,2024-12-26,CUST-0096,USB-C Multi-Hub,Accessories,5,39.99,North,Corporate,PayPal,199.95000000000002
TX-12666,2024-12-13,CUST-0033,Premium Tablet,Electronics,3,600.0,East,Consumer,Credit Card,1800.0
TX-10406,2024-06-11,CUST-0251,Premium Tablet,Electronics,4,600.0,South,Small Business,Cash,2400.0
TX-13409,2024-02-19,CUST-0199,Gel Pens 12-Pack,Office Supplies,4,12.99,West,Consumer,PayPal,51.96
TX-11004,2024-01-03,CUST-0312,Ergonomic Chair,Office Supplies,2,299.99,West,Corporate,PayPal,599.98
TX-13049,2024-08-29,CUST-0187,Gel Pens 12-Pack,Office Supplies,1,12.99,South,Small Business,Bank Transfer,12.99
TX-10890,2025-07-25,CUST-0332,Mechanical Keyboard,Accessories,1,83.99,South,Consumer,Cash,83.99
TX-12411,2025-08-25,CUST-0374,Whiteboard,Office Supplies,2,79.99,West,Corporate,Cash,159.98
TX-12545,2025-01-12,CUST-0214,Gel Pens 12-Pack,Office Supplies,1,12.99,South,Small Business,Cash,12.99
TX-14473,2024-01-08,CUST-0199,Ergonomic Chair,Office Supplies,1,299.99,West,Consumer,PayPal,299.99
TX-12390,2025-11-06,CUST-0315,4K Monitor,Electronics,2,350.0,North,Small Business,Credit Card,700.0
TX-13996,2025-07-03,CUST-0337,Gel Pens 12-Pack,Office Supplies,2,10.65,West,Small Business,Bank Transfer,21.3
TX-10042,2024-06-28,CUST-0103,4K Monitor,Electronics,3,350.0,East,Consumer,Bank Transfer,1050.0
TX-12830,2025-05-22,CUST-0153,Premium Tablet,Electronics,3,600.0,South,Consumer,Credit Card,1800.0
TX-13901,2025-11-14,CUST-0032,Smartwatch,Electronics,6,200.0,East,Corporate,PayPal,1200.0
TX-10303,2024-03-15,CUST-0009,Wireless Mouse,Accessories,1,49.99,North,Small Business,Bank Transfer,49.99
TX-14539,2024-07-04,CUST-0352,Laptop Sleeve,Accessories,4,29.99,South,Corporate,Credit Card,119.96
TX-13801,2025-07-18,CUST-0113,Premium Notebook,Office Supplies,3,15.5,West,Small Business,Bank Transfer,46.5
TX-10664,2025-10-06,CUST-0045,Whiteboard,Office Supplies,6,79.99,East,Corporate,Cash,479.93999999999994
TX-11177,2024-02-19,CUST-0088,Gel Pens 12-Pack,Office Supplies,2,12.99,West,Small Business,Bank Transfer,25.98
TX-12676,2024-10-23,CUST-0193,Smartwatch,Electronics,3,200.0,South,Small Business,Bank Transfer,600.0
TX-11947,2025-05-04,CUST-0051,Smartwatch,Electronics,1,200.0,East,Consumer,PayPal,200.0
TX-12501,2024-02-02,CUST-0110,Ergonomic Chair,Office Supplies,3,272.99,North,Small Business,Credit Card,818.97
TX-11473,2024-09-26,CUST-0392,Desk Mat,Accessories,1,25.0,North,Small Business,PayPal,25.0
TX-13535,2025-02-10,CUST-0398,Mechanical Keyboard,Accessories,9,92.99,North,Corporate,Cash,836.91
TX-14104,2024-04-28,CUST-0114,Pro Laptop,Electronics,4,1008.0,North,Small Business,Bank Transfer,4032.0
TX-12132,2024-07-29,CUST-0072,Pro Laptop,Electronics,2,1008.0,North,Small Business,Cash,2016.0
TX-11026,2025-08-30,CUST-0100,Mechanical Keyboard,Accessories,3,99.99,North,Small Business,Bank Transfer,299.96999999999997
TX-12989,2024-05-15,CUST-0004,Wireless Mouse,Accessories,3,41.49,North,Small Business,PayPal,124.47
TX-10961,2025-10-01,CUST-0334,Premium Notebook,Office Supplies,4,15.5,East,Small Business,PayPal,62.0
TX-12889,2024-11-08,CUST-0074,Gel Pens 12-Pack,Office Supplies,2,12.99,South,Small Business,Bank Transfer,25.98
TX-14434,2024-04-03,CUST-0009,Mechanical Keyboard,Accessories,4,99.99,North,Small Business,PayPal,399.96
TX-12009,2025-06-10,CUST-0019,Laptop Sleeve,Accessories,1,29.99,West,Consumer,PayPal,29.99
TX-12149,2024-09-21,CUST-0330,4K Monitor,Electronics,9,350.0,North,Corporate,Cash,3150.0
TX-13372,2025-06-30,CUST-0236,USB-C Multi-Hub,Accessories,3,39.99,South,Consumer,PayPal,119.97
TX-12338,2024-06-28,CUST-0059,Mechanical Keyboard,Accessories,1,99.99,South,Small Business,Credit Card,99.99
TX-13944,2024-07-12,CUST-0104,4K Monitor,Electronics,7,318.5,South,Corporate,Cash,2229.5
TX-10304,2024-03-02,CUST-UNKNOWN,USB-C Multi-Hub,Accessories,3,39.99,North,Corporate,Cash,119.97
TX-11440,2024-09-07,CUST-0137,Whiteboard,Office Supplies,1,79.99,South,Consumer,Credit Card,79.99
TX-11496,2025-07-25,CUST-0313,Premium Tablet,Electronics,2,600.0,West,Corporate,Cash,1200.0
TX-12652,2024-07-04,CUST-0230,Standing Desk,Office Supplies,2,360.0,North,Small Business,PayPal,720.0
TX-12875,2025-12-21,CUST-0227,Pro Laptop,Electronics,1,1200.0,West,Consumer,Credit Card,1200.0
TX-10916,2024-09-02,CUST-0395,Ergonomic Chair,Office Supplies,1,248.99,East,Consumer,PayPal,248.99
TX-14207,2024-03-29,CUST-0073,Laptop Sleeve,Accessories,4,29.99,East,Small Business,PayPal,119.96
TX-14453,2024-12-30,CUST-0121,Desk Mat,Accessories,1,25.0,West,Consumer,Credit Card,25.0
TX-12772,2025-02-11,CUST-0302,Noise-Cancelling Headphones,Electronics,5,250.0,South,Corporate,PayPal,1250.0
TX-11624,2024-09-02,CUST-0090,Standing Desk,Office Supplies,3,450.0,West,Consumer,PayPal,1350.0
TX-13892,2024-09-02,CUST-0168,Smartwatch,Electronics,3,200.0,East,Small Business,Bank Transfer,600.0
TX-10821,2024-06-15,CUST-0080,Mechanical Keyboard,Accessories,5,99.99,East,Corporate,Credit Card,499.95
TX-11501,2025-02-11,CUST-UNKNOWN,Smartwatch,Electronics,4,200.0,South,Consumer,Cash,800.0
TX-11354,2024-12-14,CUST-0264,Premium Notebook,Office Supplies,4,15.5,South,Small Business,PayPal,62.0
TX-14523,2024-09-26,CUST-0113,Pro Laptop,Electronics,1,972.0,South,Small Business,Cash,972.0
TX-10850,2024-06-09,CUST-0201,Gel Pens 12-Pack,Office Supplies,8,12.99,East,Corporate,Bank Transfer,103.92
TX-11000,2025-11-27,CUST-0180,Mechanical Keyboard,Accessories,3,86.99,North,Consumer,Credit Card,260.96999999999997
TX-13427,2025-01-01,CUST-0004,Premium Tablet,Electronics,1,516.0,North,Small Business,Cash,516.0
TX-10018,2024-04-05,CUST-0116,Smartwatch,Electronics,1,200.0,West,Small Business,PayPal,200.0
TX-11637,2025-12-31,CUST-0367,4K Monitor,Electronics,3,350.0,North,Consumer,Cash,1050.0
TX-11667,2024-09-19,CUST-0151,Ergonomic Chair,Office Supplies,7,299.99,East,Corporate,Cash,2099.9300000000003
TX-10493,2025-09-20,CUST-0388,Mechanical Keyboard,Accessories,4,80.99,North,Consumer,PayPal,323.96
TX-11347,2025-07-04,CUST-0003,Wireless Mouse,Accessories,3,40.49,South,Consumer,Credit Card,121.47
TX-13018,2024-02-23,CUST-0298,Gel Pens 12-Pack,Office Supplies,5,10.65,South,Corporate,PayPal,53.25
TX-13781,2024-06-26,CUST-0094,Ergonomic Chair,Office Supplies,4,299.99,West,Consumer,Bank Transfer,1199.96
TX-13303,2024-08-01,CUST-0139,Premium Notebook,Office Supplies,4,13.48,East,Consumer,Cash,53.92
TX-13668,2025-05-04,CUST-0062,Standing Desk,Office Supplies,6,450.0,North,Corporate,Credit Card,2700.0
TX-14454,2024-02-16,CUST-0108,Premium Notebook,Office Supplies,8,15.5,West,Corporate,Bank Transfer,124.0
TX-10687,2025-03-12,CUST-0201,4K Monitor,Electronics,9,350.0,East,Corporate,Bank Transfer,3150.0
TX-13785,2024-05-17,CUST-0113,Laptop Sleeve,Accessories,4,29.99,West,Small Business,Cash,119.96
TX-11608,2025-07-25,CUST-0007,Premium Notebook,Office Supplies,3,15.5,North,Consumer,Bank Transfer,46.5
TX-14116,2024-04-16,CUST-0053,Noise-Cancelling Headphones,Electronics,3,250.0,East,Small Business,PayPal,750.0
TX-13986,2025-02-13,CUST-0025,Premium Tablet,Electronics,2,570.0,East,Small Business,Bank Transfer,1140.0
TX-11009,2024-08-14,CUST-0120,Premium Notebook,Office Supplies,1,15.5,West,Consumer,Bank Transfer,15.5
TX-12408,2024-01-14,CUST-0140,Standing Desk,Office Supplies,4,450.0,North,Small Business,Bank Transfer,1800.0
TX-11092,2025-12-05,CUST-0342,Ergonomic Chair,Office Supplies,3,299.99,East,Small Business,Credit Card,899.97
TX-11327,2024-05-09,CUST-0138,Gel Pens 12-Pack,Office Supplies,2,12.99,North,Small Business,Credit Card,25.98
TX-11677,2025-03-13,CUST-0203,Ergonomic Chair,Office Supplies,1,263.99,South,Small Business,Bank Transfer,263.99
TX-11999,2024-07-22,CUST-0385,Premium Tablet,Electronics,8,600.0,South,Corporate,PayPal,4800.0
TX-11310,2024-01-05,CUST-0213,Pro Laptop,Electronics,1,1200.0,East,Small Business,PayPal,1200.0
TX-13931,2024-02-05,CUST-0048,USB-C Multi-Hub,Accessories,4,39.99,East,Consumer,Cash,159.96
TX-11987,2024-04-04,CUST-0318,4K Monitor,Electronics,2,350.0,North,Small Business,Bank Transfer,700.0
TX-13702,2025-01-28,CUST-0252,USB-C Multi-Hub,Accessories,3,39.99,East,Consumer,PayPal,119.97
TX-10344,2024-01-29,CUST-0361,USB-C Multi-Hub,Accessories,2,39.99,South,Consumer,PayPal,79.98
TX-14211,2025-02-11,CUST-0278,Wireless Mouse,Accessories,2,49.99,East,Consumer,Credit Card,99.98
TX-10986,2025-05-29,CUST-0010,4K Monitor,Electronics,2,350.0,South,Small Business,Credit Card,700.0
TX-13907,2024-10-23,CUST-0233,Laptop Sleeve,Accessories,7,29.99,West,Corporate,Bank Transfer,209.92999999999998
TX-13861,2025-07-28,CUST-0079,Ergonomic Chair,Office Supplies,2,239.99,North,Small Business,Bank Transfer,479.98
TX-14338,2025-07-17,CUST-0173,USB-C Multi-Hub,Accessories,3,39.99,East,Small Business,Bank Transfer,119.97
TX-14059,2024-04-06,CUST-0116,Ergonomic Chair,Office Supplies,4,272.99,West,Small Business,Bank Transfer,1091.96
TX-14438,2024-01-06,CUST-0298,Pro Laptop,Electronics,2,1200.0,West,Corporate,Bank Transfer,2400.0
TX-13074,2024-07-27,CUST-0323,Wireless Mouse,Accessories,10,49.99,South,Corporate,Credit Card,499.90000000000003
TX-11142,2025-02-01,CUST-0164,Standing Desk,Office Supplies,2,450.0,East,Consumer,Credit Card,900.0
TX-12358,2024-03-26,CUST-0228,4K Monitor,Electronics,3,350.0,East,Small Business,Credit Card,1050.0
TX-11198,2024-11-02,CUST-0275,Ergonomic Chair,Office Supplies,4,269.99,West,Small Business,Cash,1079.96
TX-10085,2024-09-06,CUST-0224,Desk Mat,Accessories,1,25.0,North,Small Business,Cash,25.0
TX-11518,2025-08-14,CUST-0013,Standing Desk,Office Supplies,4,450.0,East,Consumer,Bank Transfer,1800.0
TX-10516,2024-09-16,CUST-0134,Desk Mat,Accessories,7,25.0,South,Corporate,Bank Transfer,175.0
TX-11381,2024-03-07,CUST-0151,Smartwatch,Electronics,2,200.0,East,Corporate,PayPal,400.0
TX-12716,2025-05-08,CUST-0253,Ergonomic Chair,Office Supplies,1,299.99,South,Consumer,Cash,299.99
TX-13129,2024-01-13,CUST-0164,Ergonomic Chair,Office Supplies,3,299.99,South,Consumer,Credit Card,899.97
TX-11014,2025-10-18,CUST-0166,Gel Pens 12-Pack,Office Supplies,3,12.99,East,Small Business,Credit Card,38.97
TX-10128,2024-02-13,CUST-0373,Whiteboard,Office Supplies,8,79.99,East,Corporate,Bank Transfer,639.92
TX-11364,2024-09-01,CUST-0052,Standing Desk,Office Supplies,4,450.0,South,Small Business,Cash,1800.0
TX-14238,2024-09-13,CUST-0211,Desk Mat,Accessories,10,25.0,East,Corporate,Bank Transfer,250.0
TX-13428,2024-04-18,CUST-0296,Premium Tablet,Electronics,5,600.0,South,Corporate,Bank Transfer,3000.0
TX-10891,2024-06-21,CUST-0026,Whiteboard,Office Supplies,4,64.79,East,Small Business,Bank Transfer,259.16
TX-12793,2025-06-29,CUST-0294,Premium Notebook,Office Supplies,4,15.5,East,Corporate,Bank Transfer,62.0
TX-14233,2024-03-21,CUST-0141,Whiteboard,Office Supplies,1,79.99,West,Small Business,Credit Card,79.99
