Transaction_ID,Date,Customer_ID,Product_Name,Category,Quantity,Unit_Price,Region,Customer_Segment,Payment_Method
TX-12493,2024-07-05,CUST-0225,Whiteboard,Office Supplies,3.0,65.59,West,Consumer,Credit Card
TX-12665,2025-07-08,CUST-0117,Desk Mat, accessories,2.0,25.0,East,Consumer,Cash
TX-13263,2024-11-19,CUST-0168,Whiteboard,Office Supplies,4.0,79.99,East,Small Business,PayPal
TX-13716,03/08/2025,CUST-0156,USB-C Multi-Hub, accessories,5.0,39.99,East,Corporate,Bank Transfer
TX-13355,2025-04-07,CUST-0345,Smartwatch,Electronics ,2.0,200.0,south,Small Business,PayPal
TX-14513,2025-04-07,CUST-0145,Standing Desk,Office Supplies,4.0,450.0, North ,Small Business,PayPal
TX-13648,2025-01-10,CUST-0181,Standing Desk,Office Supplies,4.0,450.0,East,Consumer,Credit Card
TX-12500,2025-09-28,,Wireless Mouse, accessories,5.0,44.99,East,Corporate,Credit Card
TX-11465,2024-08-17,CUST-0295,Laptop Sleeve, accessories,4.0,29.99,West,Small Business,Credit Card
TX-13002,2024-02-20,CUST-0265,Gel Pens 12-Pack,Office Supplies,4.0,12.99,West,Consumer,PayPal
TX-10115,2025-09-03,CUST-0275,4K Monitor,Electronics ,2.0,350.0,West,Small Business,PayPal
TX-11821,05/13/2024,CUST-0391,Premium Notebook,Office Supplies,1.0,15.5,West,Consumer,Credit Card
TX-11494,2025-08-23,CUST-0113,Mechanical Keyboard, accessories,3.0,82.99,West,Small Business,Cash
TX-12401,2024-12-10,CUST-0028,Smartwatch,Electronics ,3.0,200.0, North ,Consumer,Bank Transfer
TX-11232,2024-04-05,CUST-0254,Smartwatch,Electronics ,2.0,176.0, North ,Consumer,PayPal
TX-12661,2025-08-18,CUST-0380,Pro Laptop,Electronics ,4.0,1200.0,south,Small Business,PayPal
TX-12992,2025-05-23,CUST-0206,Pro Laptop,Electronics ,4.0,1200.0,south,Consumer,Cash
TX-14599,2025-02-12,CUST-0049,4K Monitor,Electronics ,3.0,308.0,West,Corporate,PayPal
TX-11153,2024-05-31,CUST-0193,Standing Desk,Office Supplies,1.0,450.0,south,Small Business,Credit Card
TX-13904,2025-04-07,CUST-0171,Premium Notebook,Office Supplies,3.0,15.5, North ,Small Business,Credit Card
TX-10057,2024-01-27,CUST-0184,4K Monitor,Electronics ,3.0,329.0,West,Small Business,Credit Card
TX-14369,2024-11-22,CUST-0120,Ergonomic Chair,Office Supplies,4.0,299.99,West,Consumer,PayPal
TX-14314,2024-03-30,CUST-0123,Standing Desk,Office Supplies,1.0,373.5,south,Consumer,Credit Card
TX-14975,2025-09-13,CUST-0275,Standing Desk,Office Supplies,4.0,400.5,West,Small Business,Bank Transfer
TX-11735,2024-09-14,CUST-0043,Pro Laptop,Electronics ,4.0,1200.0,East,Consumer,PayPal
TX-12823,2024-06-19,CUST-0021,Ergonomic Chair,Office Supplies,2.0,299.99,East,Consumer,PayPal
TX-12196,2025-06-16,CUST-0071,Laptop Sleeve, accessories,2.0,29.99,south,Corporate,Bank Transfer
TX-13605,2024-02-05,CUST-0110,USB-C Multi-Hub, accessories,3.0,35.99, North ,Small Business,Credit Card
TX-12475,2025-10-23,CUST-0268,Gel Pens 12-Pack,Office Supplies,2.0,12.99,West,Small Business,Cash
TX-12564,2024-07-08,CUST-0390,Whiteboard,Office Supplies,2.0,79.99,south,Small Business,Bank Transfer
TX-14435,2025-01-20,CUST-0114,Mechanical Keyboard, accessories,3.0,99.99, North ,Small Business,Cash
TX-14091,2024-07-20,CUST-0112,Pro Laptop,Electronics ,6.0,1200.0,West,Corporate,Bank Transfer
TX-14501,2024-03-05,CUST-0232,Pro Laptop,Electronics ,3.0,1200.0,,Small Business,Credit Card
TX-10707,2025-11-17,CUST-0037,Wireless Mouse, accessories,2.0,49.99, North ,Small Business,Cash
TX-14306,2024-06-26,CUST-0299,Smartwatch,Electronics ,5.0,200.0, North ,Corporate,Bank Transfer
TX-11093,2025-08-22,CUST-0230,Whiteboard,Office Supplies,2.0,79.99, North ,Small Business,Credit Card
TX-13614,2025-10-14,CUST-0213,Premium Tablet,Electronics ,1.0,600.0,East,Small Business,Cash
TX-11376,2025-12-13,CUST-0382,Premium Tablet,Electronics ,4.0,600.0,East,Consumer,Credit Card
TX-14943,2025-10-05,CUST-0035,Desk Mat, accessories,3.0,25.0,south,Small Business,Cash
TX-10072,2025-11-04,CUST-0137,Premium Tablet,Electronics ,3.0,600.0,south,Consumer,Bank Transfer
TX-11922,2024-11-09,CUST-0108,Wireless Mouse, accessories,5.0,45.49,West,Corporate,Credit Card
TX-13220,2024-12-27,CUST-0055,Premium Tablet,Electronics ,6.0,600.0,West,Corporate,Bank Transfer
TX-11764,2025-12-14,CUST-0292,Desk Mat, accessories,4.0,25.0,West,Corporate,Bank Transfer
TX-10743,2025-01-28,CUST-0339,Noise-Cancelling Headphones,Electronics ,4.0,250.0,East,Consumer,Credit Card
TX-13230,2024-02-13,CUST-0238,Noise-Cancelling Headphones,Electronics ,4.0,250.0,West,Small Business,Cash
TX-11005,2025-12-14,CUST-0276,Pro Laptop,Electronics ,10.0,1200.0,south,Corporate,Credit Card
TX-12668,2025-06-03,CUST-0372,Mechanical Keyboard, accessories,5.0,99.99,East,Corporate,Cash
TX-11190,2024-05-16,CUST-0264,Ergonomic Chair,Office Supplies,4.0,299.99,south,Small Business,Cash
TX-13298,2025-01-20,CUST-0027,4K Monitor,Electronics ,4.0,350.0,south,Small Business,PayPal
TX-12601,2024-01-07,CUST-0162,4K Monitor,Electronics ,3.0,350.0,East,Consumer,Credit Card
TX-11125,2024-01-08,CUST-0193,Laptop Sleeve, accessories,3.0,29.99,south,Small Business,Cash
TX-11241,2025-03-01,CUST-0115,Premium Tablet,Electronics ,4.0,510.0, North ,Consumer,Cash
TX-13133,2024-01-13,CUST-0165,4K Monitor,Electronics ,3.0,350.0,West,Small Business,Credit Card
TX-14155,2025-11-28,CUST-0067,Laptop Sleeve, accessories,2.0,29.99, North ,Small Business,Credit Card
TX-13492,2024-07-02,CUST-0246,Gel Pens 12-Pack,Office Supplies,2.0,12.99,south,Small Business,Bank Transfer
TX-10998,2025-03-09,CUST-0285,Ergonomic Chair,Office Supplies,1.0,299.99,south,Consumer,Cash
TX-14766,2024-12-08,CUST-0084,Premium Tablet,Electronics ,1.0,600.0,south,Small Business,PayPal
TX-12684,2024-01-29,CUST-0335,Whiteboard,Office Supplies,2.0,79.99, North ,Small Business,PayPal
TX-11577,2025-03-23,CUST-0126,4K Monitor,Electronics ,3.0,350.0, North ,Consumer,Credit Card
TX-14819,2025-12-19,CUST-0258,Ergonomic Chair,Office Supplies,2.0,299.99,south,Small Business,PayPal
TX-11826,2025-10-05,CUST-0354,Pro Laptop,Electronics ,4.0,1128.0, North ,Corporate,Cash
TX-13340,2024-06-09,CUST-0331,Desk Mat, accessories,5.0,25.0,,Corporate,PayPal
TX-11084,2025-03-30,CUST-0003,Smartwatch,Electronics ,2.0,200.0,south,Consumer,PayPal
TX-13626,2024-07-31,CUST-0235,Premium Tablet,Electronics ,4.0,600.0,East,Small Business,Bank Transfer
TX-10440,2025-10-10,CUST-0150,Laptop Sleeve, accessories,7.0,27.89, North ,Corporate,Credit Card
TX-14981,2024-12-30,CUST-0054,Ergonomic Chair,Office Supplies,3.0,299.99,West,Small Business,PayPal
TX-11100,2024-03-07,CUST-0252,Premium Tablet,Electronics ,1.0,600.0,East,Consumer,PayPal
TX-14783,02/26/2025,CUST-0165,Pro Laptop,Electronics ,1.0,1200.0,West,Small Business,PayPal
TX-13103,2025-02-16,CUST-0003,Noise-Cancelling Headphones,Electronics ,3.0,250.0,south,Consumer,Credit Card
TX-10649,2024-05-06,CUST-0047,Smartwatch,Electronics ,3.0,200.0,south,Small Business,Credit Card
TX-11546,2024-07-18,CUST-0003,USB-C Multi-Hub, accessories,3.0,39.99,south,Consumer,Credit Card
TX-14568,2025-03-30,CUST-0081,Gel Pens 12-Pack,Office Supplies,1.0,11.69, North ,Consumer,Credit Card
TX-13612,2024-06-01,CUST-0121,Laptop Sleeve, accessories,2.0,29.99,West,Consumer,Bank Transfer
TX-13210,2024-02-20,CUST-0197,Wireless Mouse, accessories,2.0,49.99,south,Consumer,Bank Transfer
TX-13398,2025-04-20,CUST-0015,4K Monitor,Electronics ,2.0,315.0,West,Corporate,Credit Card
TX-13795,2025-07-23,CUST-0131,Laptop Sleeve, accessories,8.0,29.99,south,Corporate,Cash
TX-10630,2025-11-03,CUST-0196,Laptop Sleeve, accessories,2.0,29.99,West,Small Business,Cash
TX-10672,2025-07-03,CUST-0172,Gel Pens 12-Pack,Office Supplies,2.0,9999.99,south,Corporate,Bank Transfer
TX-11249,2024-07-05,CUST-0393,Premium Notebook,Office Supplies,7.0,15.5,East,Corporate,Cash
TX-10482,2024-03-09,CUST-0102,Laptop Sleeve, accessories,4.0,29.99, North ,Consumer,Bank Transfer
TX-11584,2024-12-13,CUST-0093,Standing Desk,Office Supplies,6.0,450.0,East,Corporate,Bank Transfer
TX-13119,2024-07-13,CUST-0095,Premium Notebook,Office Supplies,3.0,15.5,south,Consumer,Cash
TX-14654,2024-06-26,CUST-0023,Smartwatch,Electronics ,6.0,168.0, North ,Corporate,Credit Card
TX-13082,2025-09-01,CUST-0196,Mechanical Keyboard, accessories,3.0,99.99,West,Small Business,Bank Transfer
TX-11462,2024-10-28,CUST-0083,Ergonomic Chair,Office Supplies,3.0,299.99,south,Consumer,PayPal
TX-13985,2025-04-14,CUST-0081,Premium Tablet,Electronics ,2.0,486.0, North ,Consumer,Bank Transfer
TX-14017,2024-04-01,CUST-0258,Smartwatch,Electronics ,2.0,190.0,south,Small Business,PayPal
TX-12578,2025-02-20,CUST-0097,Smartwatch,Electronics ,1.0,200.0, North ,Small Business,Credit Card
TX-13855,2025-04-10,CUST-0066,4K Monitor,Electronics ,2.0,350.0, North ,Small Business,Bank Transfer
TX-10049,2024-04-28,CUST-0276,Smartwatch,Electronics ,9.0,200.0,south,Corporate,Bank Transfer
TX-14315,2025-09-26,CUST-0045,Mechanical Keyboard, accessories,10.0,99.99,East,Corporate,Credit Card
TX-13101,2025-06-21,CUST-0268,Whiteboard,Office Supplies,2.0,79.99,West,Small Business,Credit Card
TX-10858,2025-11-14,CUST-0315,Premium Notebook,Office Supplies,4.0,15.5, North ,Small Business,PayPal
TX-11072,2025-12-29,CUST-0201,Mechanical Keyboard, accessories,,85.99,East,Corporate,PayPal
TX-10719,2025-01-13,CUST-0090,Standing Desk,Office Supplies,4.0,450.0,West,Consumer,PayPal
TX-13204,2024-10-22,CUST-0174,Noise-Cancelling Headphones,Electronics ,1.0,250.0,south,Small Business,Credit Card
TX-12631,2025-09-09,CUST-0302,4K Monitor,Electronics ,5.0,350.0,south,Corporate,Bank Transfer
TX-14903,2024-04-14,CUST-0139,Wireless Mouse, accessories,3.0,49.99,East,Consumer,Credit Card
TX-11660,2024-08-25,CUST-0257,Premium Notebook,Office Supplies,4.0,15.5,West,Small Business,Credit Card
TX-11656,2025-06-10,CUST-0146,USB-C Multi-Hub, accessories,6.0,39.99,south,Corporate,PayPal
TX-12425,2025-11-17,CUST-0134,Gel Pens 12-Pack,Office Supplies,2.0,12.99,East,Corporate,PayPal
TX-13576,2024-12-18,CUST-0269,Gel Pens 12-Pack,Office Supplies,5.0,12.99,East,Corporate,PayPal
TX-14254,2024-09-12,CUST-0265,Wireless Mouse, accessories,1.0,49.99,West,Consumer,PayPal
TX-10705,2025-02-19,CUST-0196,Whiteboard,Office Supplies,2.0,79.99,West,Small Business,PayPal
TX-13357,2025-08-07,CUST-0015,Smartwatch,Electronics ,,200.0,West,Corporate,Bank Transfer
TX-14502,2024-06-02,CUST-0185,Mechanical Keyboard, accessories,3.0,99.99, North ,Consumer,PayPal
TX-13353,2025-08-09,CUST-0341,Pro Laptop,Electronics ,4.0,1200.0, North ,Corporate,Cash
TX-14780,2024-04-28,CUST-0053,USB-C Multi-Hub, accessories,2.0,39.99,East,Small Business,Bank Transfer
TX-14151,2025-04-23,CUST-0211,Smartwatch,Electronics ,6.0,200.0,East,Corporate,Bank Transfer
TX-12606,2024-10-01,CUST-0393,USB-C Multi-Hub, accessories,7.0,39.99,East,Corporate,Cash
TX-11385,2025-03-18,CUST-0300,Noise-Cancelling Headphones,Electronics ,2.0,250.0,East,Small Business,Credit Card
TX-14994,2025-08-08,CUST-0022,USB-C Multi-Hub, accessories,3.0,35.99,West,Small Business,Cash
TX-11399,2024-09-10,CUST-0105,Smartwatch,Electronics ,1.0,200.0,West,Consumer,Cash
TX-11195,2024-07-09,CUST-0206,Ergonomic Chair,Office Supplies,1.0,299.99,south,Consumer,Cash
TX-11408,2025-06-21,CUST-0033,Premium Tablet,Electronics ,3.0,600.0,East,Consumer,Bank Transfer
TX-13879,2025-06-20,CUST-0265,Whiteboard,Office Supplies,1.0,71.19,West,Consumer,Bank Transfer
TX-11798,2025-07-22,CUST-0255,Premium Tablet,Electronics ,10.0,600.0,south,Corporate,Credit Card
TX-11475,2025-06-26,CUST-0199,Premium Notebook,Office Supplies,2.0,15.5,West,Consumer,Cash
TX-13264,2024-07-14,CUST-0354,Ergonomic Chair,Office Supplies,9.0,299.99, North ,Corporate,Cash
TX-10035,2024-06-10,,Premium Notebook,Office Supplies,3.0,15.5,south,Small Business,Cash
TX-13593,2025-04-22,CUST-0095,Laptop Sleeve, accessories,1.0,29.99,south,Consumer,Credit Card
TX-12345,2024-04-29,CUST-0026,Whiteboard,Office Supplies,4.0,72.79,East,Small Business,Cash
TX-13365,2025-02-17,CUST-0279,Pro Laptop,Electronics ,2.0,1200.0,East,Corporate,PayPal
TX-12359,2024-03-13,CUST-0280,Premium Notebook,Office Supplies,3.0,14.41,East,Small Business,PayPal
TX-12206,2024-12-08,CUST-0014,Pro Laptop,Electronics ,4.0,1200.0,south,Small Business,Credit Card
TX-13821,2025-10-26,CUST-0126,Smartwatch,Electronics ,4.0,200.0, North ,Consumer,Bank Transfer
TX-11286,2025-10-19,CUST-0056,Premium Tablet,Electronics ,1.0,600.0,south,Consumer,Cash
TX-10349,2024-12-10,CUST-0070,Smartwatch,Electronics ,9.0,160.0,East,Corporate,Bank Transfer
TX-12137,2024-11-16,CUST-0259,USB-C Multi-Hub, accessories,6.0,34.79,West,Corporate,Bank Transfer
TX-12691,2024-03-19,CUST-0191,USB-C Multi-Hub, accessories,10.0,39.99,East,Corporate,Credit Card
TX-13790,2024-01-18,CUST-0107,Ergonomic Chair,Office Supplies,3.0,299.99,West,Consumer,Bank Transfer
TX-10642,2025-08-08,CUST-0305,Laptop Sleeve, accessories,1.0,29.99, North ,Consumer,Credit Card
TX-11681,2025-04-21,CUST-0232,Mechanical Keyboard, accessories,3.0,85.99,East,Small Business,Credit Card
TX-14078,2025-03-16,CUST-0187,Wireless Mouse, accessories,4.0,49.99,south,Small Business,PayPal
TX-11443,2024-05-25,CUST-0121,Desk Mat, accessories,4.0,20.5,West,Consumer,Credit Card
TX-13291,2024-03-20,CUST-0001,Noise-Cancelling Headphones,Electronics ,4.0,250.0, North ,Consumer,PayPal
TX-11671,2024-10-09,CUST-0225,Ergonomic Chair,Office Supplies,4.0,299.99,West,Consumer,PayPal
TX-13670,2024-08-23,CUST-0032,Standing Desk,Office Supplies,4.0,450.0,East,Corporate,PayPal
TX-11179,2024-09-22,CUST-0263,Mechanical Keyboard, accessories,2.0,99.99,West,Consumer,PayPal
TX-12798,2025-06-05,CUST-0369,Desk Mat, accessories,2.0,25.0,West,Small Business,PayPal
TX-11692,2024-05-03,CUST-0251,Laptop Sleeve, accessories,3.0,29.99,south,Small Business,Bank Transfer
TX-13930,2025-08-27,CUST-0067,Pro Laptop,Electronics ,2.0,1200.0, North ,Small Business,Credit Card
TX-10372,2024-03-09,CUST-0285,Whiteboard,Office Supplies,3.0,79.99,south,Consumer,Bank Transfer
TX-13664,2024-11-09,CUST-0276,Standing Desk,Office Supplies,6.0,450.0,south,Corporate,Credit Card
TX-11916,2025-08-10,CUST-0106,Desk Mat, accessories,1.0,25.0,south,Small Business,Cash
TX-11357,2025-12-03,CUST-0296,Wireless Mouse, accessories,4.0,49.99,south,Corporate,Cash
TX-11825,2024-06-04,CUST-0084,Ergonomic Chair,Office Supplies,4.0,299.99,south,Small Business,PayPal
TX-10786,2025-05-12,CUST-0257,Wireless Mouse, accessories,4.0,49.99,West,Small Business,Bank Transfer
TX-10469,2025-07-04,CUST-0274,Pro Laptop,Electronics ,2.0,1200.0,East,Small Business,PayPal
TX-10140,2025-05-05,CUST-0270,Gel Pens 12-Pack,Office Supplies,1.0,12.99,West,Small Business,PayPal
TX-10788,2024-10-22,CUST-0040,Premium Tablet,Electronics ,6.0,600.0,West,Corporate,Credit Card
TX-10323,2025-06-16,CUST-0212,USB-C Multi-Hub, accessories,9.0,39.99, North ,Corporate,Credit Card
TX-10050,2025-12-14,CUST-0381,Mechanical Keyboard, accessories,8.0,99.99,West,Corporate,Credit Card
TX-10714,2024-12-17,CUST-0006,Gel Pens 12-Pack,Office Supplies,4.0,12.99,West,Consumer,Bank Transfer
TX-14940,2024-11-20,CUST-0027,Premium Tablet,Electronics ,3.0,600.0,south,Small Business,PayPal
TX-12840,2025-06-05,CUST-0242,Smartwatch,Electronics ,4.0,190.0,East,Consumer,PayPal
TX-12446,2024-01-02,CUST-0229,USB-C Multi-Hub, accessories,1.0,39.99,East,Small Business,Cash
TX-14842,2025-08-24,CUST-0175,Laptop Sleeve, accessories,4.0,29.99,East,Consumer,Credit Card
TX-14445,2025-05-20,CUST-0110,Mechanical Keyboard, accessories,4.0,99.99, North ,Small Business,Credit Card
TX-14622,2025-06-22,CUST-0077,Premium Notebook,Office Supplies,3.0,15.5,south,Consumer,PayPal
TX-14756,2024-12-26,CUST-0096,USB-C Multi-Hub, accessories,5.0,39.99, North ,Corporate,PayPal
TX-12666,2024-12-13,CUST-0033,Premium Tablet,Electronics ,3.0,600.0,East,Consumer,Credit Card
TX-10406,2024-06-11,CUST-0251,Premium Tablet,Electronics ,4.0,600.0,south,Small Business,Cash
TX-13409,2024-02-19,CUST-0199,Gel Pens 12-Pack,Office Supplies,4.0,12.99,West,Consumer,PayPal
TX-11004,2024-01-03,CUST-0312,Ergonomic Chair,Office Supplies,2.0,299.99,West,Corporate,PayPal
TX-13049,2024-08-29,CUST-0187,Gel Pens 12-Pack,Office Supplies,1.0,12.99,south,Small Business,Bank Transfer
TX-10890,2025-07-25,CUST-0332,Mechanical Keyboard, accessories,1.0,83.99,south,Consumer,Cash
TX-12411,2025-08-25,CUST-0374,Whiteboard,Office Supplies,2.0,79.99,West,Corporate,Cash
TX-12545,2025-01-12,CUST-0214,Gel Pens 12-Pack,Office Supplies,1.0,12.99,,Small Business,Cash
TX-14473,2024-01-08,CUST-0199,Ergonomic Chair,Office Supplies,1.0,299.99,West,Consumer,PayPal
TX-12390,2025-11-06,CUST-0315,4K Monitor,Electronics ,2.0,350.0, North ,Small Business,Credit Card
TX-13996,2025-07-03,CUST-0337,Gel Pens 12-Pack,Office Supplies,2.0,10.65,West,Small Business,Bank Transfer
TX-10042,2024-06-28,CUST-0103,4K Monitor,Electronics ,3.0,350.0,East,Consumer,Bank Transfer
TX-12830,2025-05-22,CUST-0153,Premium Tablet,Electronics ,3.0,600.0,,Consumer,Credit Card
TX-13901,2025-11-14,CUST-0032,Smartwatch,Electronics ,6.0,200.0,East,Corporate,PayPal
TX-10303,2024-03-15,CUST-0009,Wireless Mouse, accessories,1.0,49.99, North ,Small Business,Bank Transfer
TX-14539,2024-07-04,CUST-0352,Laptop Sleeve, accessories,4.0,29.99,south,Corporate,Credit Card
TX-13801,2025-07-18,CUST-0113,Premium Notebook,Office Supplies,3.0,15.5,West,Small Business,Bank Transfer
TX-10664,2025-10-06,CUST-0045,Whiteboard,Office Supplies,6.0,79.99,East,Corporate,Cash
TX-11177,2024-02-19,CUST-0088,Gel Pens 12-Pack,Office Supplies,2.0,12.99,West,Small Business,Bank Transfer
TX-12676,2024-10-23,CUST-0193,Smartwatch,Electronics ,3.0,200.0,south,Small Business,Bank Transfer
TX-11947,05/04/2025,CUST-0051,Smartwatch,Electronics ,1.0,200.0,East,Consumer,PayPal
TX-12501,2024-02-02,CUST-0110,Ergonomic Chair,Office Supplies,3.0,272.99, North ,Small Business,Credit Card
TX-11473,2024-09-26,CUST-0392,Desk Mat, accessories,1.0,25.0, North ,Small Business,PayPal
TX-13535,2025-02-10,CUST-0398,Mechanical Keyboard, accessories,9.0,92.99, North ,Corporate,Cash
TX-14104,2024-04-28,CUST-0114,Pro Laptop,Electronics ,4.0,1008.0, North ,Small Business,Bank Transfer
TX-12132,2024-07-29,CUST-0072,Pro Laptop,Electronics ,2.0,1008.0, North ,Small Business,Cash
TX-11026,2025-08-30,CUST-0100,Mechanical Keyboard, accessories,3.0,99.99, North ,Small Business,Bank Transfer
TX-12989,2024-05-15,CUST-0004,Wireless Mouse, accessories,3.0,41.49, North ,Small Business,PayPal
TX-10961,2025-10-01,CUST-0334,Premium Notebook,Office Supplies,4.0,15.5,East,Small Business,PayPal
TX-12889,2024-11-08,CUST-0074,Gel Pens 12-Pack,Office Supplies,2.0,12.99,south,Small Business,Bank Transfer
TX-14434,2024-04-03,CUST-0009,Mechanical Keyboard, accessories,4.0,99.99, North ,Small Business,PayPal
TX-12009,2025-06-10,CUST-0019,Laptop Sleeve, accessories,1.0,29.99,West,Consumer,PayPal
TX-12149,2024-09-21,CUST-0330,4K Monitor,Electronics ,9.0,350.0, North ,Corporate,Cash
TX-13372,2025-06-30,CUST-0236,USB-C Multi-Hub, accessories,3.0,39.99,south,Consumer,PayPal
TX-12338,2024-06-28,CUST-0059,Mechanical Keyboard, accessories,1.0,99.99,south,Small Business,Credit Card
TX-13944,2024-07-12,CUST-0104,4K Monitor,Electronics ,7.0,318.5,south,Corporate,Cash
TX-10304,2024-03-02,,USB-C Multi-Hub, accessories,,39.99, North ,Corporate,Cash
TX-11440,2024-09-07,CUST-0137,Whiteboard,Office Supplies,1.0,79.99,south,Consumer,Credit Card
TX-11496,2025-07-25,CUST-0313,Premium Tablet,Electronics ,2.0,600.0,West,Corporate,Cash
TX-12652,2024-07-04,CUST-0230,Standing Desk,Office Supplies,2.0,360.0, North ,Small Business,PayPal
TX-12875,2025-12-21,CUST-0227,Pro Laptop,Electronics ,1.0,1200.0,West,Consumer,Credit Card
TX-10916,2024-09-02,CUST-0395,Ergonomic Chair,Office Supplies,1.0,248.99,East,Consumer,PayPal
TX-14207,2024-03-29,CUST-0073,Laptop Sleeve, accessories,4.0,29.99,East,Small Business,PayPal
TX-14453,2024-12-30,CUST-0121,Desk Mat, accessories,1.0,25.0,West,Consumer,Credit Card
TX-12772,02/11/2025,CUST-0302,Noise-Cancelling Headphones,Electronics ,5.0,250.0,south,Corporate,PayPal
TX-11624,2024-09-02,CUST-0090,Standing Desk,Office Supplies,3.0,450.0,West,Consumer,PayPal
TX-13892,2024-09-02,CUST-0168,Smartwatch,Electronics ,3.0,200.0,East,Small Business,Bank Transfer
TX-10821,2024-06-15,CUST-0080,Mechanical Keyboard, accessories,5.0,99.99,East,Corporate,Credit Card
TX-11501,2025-02-11,,Smartwatch,Electronics ,4.0,200.0,south,Consumer,Cash
TX-11354,2024-12-14,CUST-0264,Premium Notebook,Office Supplies,4.0,15.5,south,Small Business,PayPal
TX-14523,2024-09-26,CUST-0113,Pro Laptop,Electronics ,1.0,972.0,,Small Business,Cash
TX-10850,2024-06-09,CUST-0201,Gel Pens 12-Pack,Office Supplies,8.0,12.99,East,Corporate,Bank Transfer
TX-11000,2025-11-27,CUST-0180,Mechanical Keyboard, accessories,3.0,86.99, North ,Consumer,Credit Card
TX-13427,2025-01-01,CUST-0004,Premium Tablet,Electronics ,1.0,516.0, North ,Small Business,Cash
TX-10018,2024-04-05,CUST-0116,Smartwatch,Electronics ,1.0,200.0,West,Small Business,PayPal
TX-11637,2025-12-31,CUST-0367,4K Monitor,Electronics ,3.0,350.0, North ,Consumer,Cash
TX-11667,2024-09-19,CUST-0151,Ergonomic Chair,Office Supplies,7.0,299.99,East,Corporate,Cash
TX-10493,2025-09-20,CUST-0388,Mechanical Keyboard, accessories,4.0,80.99, North ,Consumer,PayPal
TX-11347,2025-07-04,CUST-0003,Wireless Mouse, accessories,3.0,40.49,south,Consumer,Credit Card
TX-13018,2024-02-23,CUST-0298,Gel Pens 12-Pack,Office Supplies,5.0,10.65,,Corporate,PayPal
TX-13781,2024-06-26,CUST-0094,Ergonomic Chair,Office Supplies,4.0,299.99,West,Consumer,Bank Transfer
TX-13303,2024-08-01,CUST-0139,Premium Notebook,Office Supplies,4.0,13.48,East,Consumer,Cash
TX-13668,2025-05-04,CUST-0062,Standing Desk,Office Supplies,6.0,450.0, North ,Corporate,Credit Card
TX-14454,2024-02-16,CUST-0108,Premium Notebook,Office Supplies,8.0,15.5,West,Corporate,Bank Transfer
TX-10687,2025-03-12,CUST-0201,4K Monitor,Electronics ,9.0,350.0,East,Corporate,Bank Transfer
TX-13785,2024-05-17,CUST-0113,Laptop Sleeve, accessories,4.0,29.99,West,Small Business,Cash
TX-11608,2025-07-25,CUST-0007,Premium Notebook,Office Supplies,3.0,15.5, North ,Consumer,Bank Transfer
TX-14116,2024-04-16,CUST-0053,Noise-Cancelling Headphones,Electronics ,3.0,250.0,East,Small Business,PayPal
TX-13986,2025-02-13,CUST-0025,Premium Tablet,Electronics ,2.0,570.0,East,Small Business,Bank Transfer
TX-11009,2024-08-14,CUST-0120,Premium Notebook,Office Supplies,1.0,15.5,West,Consumer,Bank Transfer
TX-12408,2024-01-14,CUST-0140,Standing Desk,Office Supplies,4.0,450.0, North ,Small Business,Bank Transfer
TX-11092,2025-12-05,CUST-0342,Ergonomic Chair,Office Supplies,3.0,299.99,East,Small Business,Credit Card
TX-11327,2024-05-09,CUST-0138,Gel Pens 12-Pack,Office Supplies,2.0,12.99, North ,Small Business,Credit Card
TX-11677,2025-03-13,CUST-0203,Ergonomic Chair,Office Supplies,1.0,263.99,south,Small Business,Bank Transfer
TX-11999,2024-07-22,CUST-0385,Premium Tablet,Electronics ,8.0,600.0,south,Corporate,PayPal
TX-11310,2024-01-05,CUST-0213,Pro Laptop,Electronics ,1.0,1200.0,East,Small Business,PayPal
TX-13931,2024-02-05,CUST-0048,USB-C Multi-Hub, accessories,4.0,39.99,East,Consumer,Cash
TX-11987,2024-04-04,CUST-0318,4K Monitor,Electronics ,2.0,350.0, North ,Small Business,Bank Transfer
TX-13702,2025-01-28,CUST-0252,USB-C Multi-Hub, accessories,3.0,39.99,East,Consumer,PayPal
TX-10344,2024-01-29,CUST-0361,USB-C Multi-Hub, accessories,2.0,39.99,south,Consumer,PayPal
TX-14211,2025-02-11,CUST-0278,Wireless Mouse, accessories,2.0,49.99,East,Consumer,Credit Card
TX-10986,2025-05-29,CUST-0010,4K Monitor,Electronics ,2.0,350.0,south,Small Business,Credit Card
TX-13907,2024-10-23,CUST-0233,Laptop Sleeve, accessories,7.0,29.99,West,Corporate,Bank Transfer
TX-13861,2025-07-28,CUST-0079,Ergonomic Chair,Office Supplies,2.0,239.99, North ,Small Business,Bank Transfer
TX-14338,2025-07-17,CUST-0173,USB-C Multi-Hub, accessories,3.0,39.99,East,Small Business,Bank Transfer
TX-14059,2024-04-06,CUST-0116,Ergonomic Chair,Office Supplies,4.0,272.99,West,Small Business,Bank Transfer
TX-14438,2024-01-06,CUST-0298,Pro Laptop,Electronics ,2.0,1200.0,West,Corporate,Bank Transfer
TX-13074,2024-07-27,CUST-0323,Wireless Mouse, accessories,10.0,49.99,south,Corporate,Credit Card
